"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Aruba","ABW","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.505922165820643","0.48582995951417","0.429978118161926","0.407916806440792","0.383268482490272","0.0186075360521011","0.0186174866510853","0.0180539339920836","0.0180105822419485","0.0175662581169615","0.0173277773977134","0.0175077037289373","0.0178385963799542","0.0169973987102413","0.0199068534264945","0.0204920878910203","0.0203949029261921","0.0214687486582032","0.0178174631618829","0.0148129732019303","0.0125197907912791","0.018611754127868","0.023918578557175","0.0222530069695395","0.0184243247340194","0.0217006023554796","0.0299985466651702","0.0342144315332219","","","",
"Africa Eastern and Southern","AFE","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.0272399613244","19.584532040338","12.8677911695491","13.1881082238939","12.6467293349362","12.3265689992254","12.7647936891065","13.3368856412763","13.509654455164","12.6881357426819","12.91604079615","12.8118831611993","12.923772984898","11.1610363330766","10.0517582138612","9.96435509379107","10.263076702081","11.1719463183513","12.3951575283608","12.6634182446055","11.5097433507165","10.3947360711001","11.1428276413639","11.4902471456998","12.2765768281439","13.0150928784089","12.8864676029798","12.4624744974616","11.9917475435429","12.9537634387917","14.7341526462305","13.7287411103208","14.1855226450872","15.3330728318336","15.2652577337707","",
"Afghanistan","AFG","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6278918638443","37.4188554431481","29.7210671376957","31.114854912062","28.6359685844686","30.1050113574013","24.8922700059742","29.2975010547259","26.2100685374552","23.7436639877543","24.390873626371","22.8106627361766","22.1370413719574","20.6343227166798","25.7403140364582","26.4201990834448","22.0428967527575","25.7739707394105","29.9755825210461","33.5976188725451","33.7014323213923","34.7432471445174","","",
"Africa Western and Central","AFW","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","15.5968505648122","16.4071578260408","17.1910533458871","18.5415913792349","18.1423365844136","22.5964840960765","24.6483885697608","26.3344317425955","25.5675307270315","24.2989225619191","24.4088231931248","24.1927283223952","24.1321954183394","25.1141379321808","25.4665328976357","25.5059762650424","26.3186349513649","26.9805577236104","23.5355770584442","20.7002515422882","22.819738733282","29.6943611585971","27.5122638907698","23.8523787497793","23.373343450223","22.3471365216362","22.0524207375012","22.6036427782507","23.7054751605669","22.1321259229871","20.5195249610199","20.3387845143841","19.6196962949451","19.1933020924046","20.1785871076173","20.5964688025564","20.3567689816218","20.5495360041941","23.46549545554","25.39817780829","25.6229936588144","25.3717465088187","24.1528889551845","22.5554093483584","",
"Angola","AGO","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3867906039345","10.000076846294","10.3635914449926","8.56536731681355","8.44100897843275","8.61624042186554","7.81831803295795","10.3661474573001","10.0913068588653","9.55630602216444","9.69697932366603","10.3295507034404","11.4782158930109","13.6637723279796","14.6711413269562","14.9283260019113","13.3397905678931","12.3911585673156","15.0223674268676","16.561923695764","18.9890929801653","20.6897623256468","22.0693262844667","",
"Albania","ALB","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8374497626885","33.5616611921297","28.9413145088437","26.2610428305328","23.6225672955948","22.1790139473687","20.4524054141319","19.7639164696809","19.8076203314692","18.5630799913995","17.1247178955729","16.0415750334868","15.5325494481234","15.422100399492","15.2792217271528","16.3586081914252","16.7202229491786","17.5913685516371","18.924817420614","19.2377589164282","18.7471602773412","19.167190753497","18.079078214296","17.9155558179549","18.1603973706713","18.8061378649169","17.793224984541","16.9844754476574","16.2742388313006","15.4519031294331","",
"Andorra","AND","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.517055747893417","0.441953155279431","0.385887245890569","0.419117893036526","0.414741997881256","0.380576808035011","0.353522338328863","0.368796683946436","0.406917963904405","0.418928933319218","0.466508601972863","0.490560827241276","0.601164453935572","0.585558984254785","0.537623493009676","0.513420109683398","0.521999648433619","0.559538512516191","0.546367882815281","0.522633248415779","0.559442769715814","0.531844879169824","0.487491862156614","0.47849213558896","0.46592379640818","",
"Arab World","ARB","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","15.6167883696649","15.0172448027068","15.523929162552","14.7532313846943","14.6123487696557","12.4622275088733","7.75253886443889","7.98421521256418","7.39184911899622","7.00398094956589","7.35224798543616","5.646932808138","4.78534506414653","5.18183790824018","6.08314132605439","6.80225767761055","7.45120176771369","8.05234252679525","9.42957027964495","9.66331698590863","10.5907879038732","11.2320503822641","10.4940467047996","12.2231242329296","8.86155925610122","9.0111139652873","9.95825779257858","9.24226572756774","8.95188818782979","8.4676830891826","9.35418941485691","8.41399664136018","7.34330524800753","7.80053035934024","7.820735099397","7.45584583133428","6.61713230697988","5.82687697381646","5.59918260735862","5.60533067737075","5.08487649997185","6.14797951839261","5.69095013201033","5.12687606147852","4.65022581848911","4.7640741333166","4.97937287519455","5.61711463955109","5.42373027814235","4.9760123743283","4.62238947180673","4.79134395024651","5.60548271072935","4.87546801574335","4.33056895649595","4.96899737457755","5.38212011018352","",
"United Arab Emirates","ARE","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","0.540188294205409","0.545088280601967","0.485156877691024","0.629067480796601","0.54722317809093","0.490602457342951","0.548306764658785","0.640366457885388","0.730600581680254","0.842471510389179","0.925826534993559","1.18452414390845","1.14322934213777","1.19773519163763","1.19302579195627","1.0584284754869","1.29776800811633","1.37862107758448","1.48090107737512","1.83042501688033","1.78706830470903","1.79243187203791","2.00402186456958","2.18089049130306","2.33324519711343","2.26265009303746","2.23820016235649","2.20332258864369","1.92768393253654","1.66536190905993","1.39540987408529","1.09424400194674","0.976671167666283","0.82730546409323","1.03688688860825","0.732284398165927","0.650173172827368","0.627714840690063","0.631291645173813","0.625601940820607","0.716283764709908","0.740803620343316","0.753700320921749","0.705642980623094","0.734628769937638","0.962965730130207","0.890347914421406","0.740896924545652","0.764068711477443","0.769419245488961","",
"Argentina","ARG","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","12.9041629886915","10.2787574725073","9.98038631665412","9.72127698537181","9.18580964838541","9.6375609641048","10.8658823843399","10.984869871837","11.9525224881086","10.2308377488651","6.5839104917193","8.15217071197931","8.0871421139688","7.5044274778029","7.79627735939132","6.35350500487903","6.47552296063439","9.59615604621897","8.65832496118367","8.3459768371011","7.63430725730443","7.80040264019792","8.09435846444628","8.97786821775225","9.61606509643166","8.12367620787488","6.71649176009431","5.99078709147934","5.13682648211779","5.08266800031075","5.351464616273","5.61086611323361","5.22197210944516","5.25272256987622","4.45782610229152","4.67991094417297","4.56858960891786","10.2066467144411","10.328166939117","8.36248661002826","7.93875427420938","6.93557229126392","7.45235394606923","7.3189545972436","5.2736234689014","7.13216745078964","6.99873377022519","5.7817442068501","6.05291843670451","6.71270351428559","5.1566859021408","6.26456582010254","5.23162237725058","4.53787889681146","5.3185559967348","6.35703367575527","7.29128249622041","6.54156940484837","5.8467786039069","5.80601710915959","",
